name,anime_count_score,shared_10s_score,global_user_mean_diff_score,user_mean_diff_score,pearson_score,final_score
K1no,38.229840046258296,18.75,-1.4772106144758936,-3.771929824561404,25.242983474174913,76.9736830813959
Altriazero0,11.441447183704327,3.75,-5.0,-0.2666666666666657,67.0480868596513,76.97286737668897
killerblitz,25.67466623196068,11.25,-5.0,-8.100558659217882,53.13929819435782,76.96340576710062
Eidrak,12.748134623620615,7.5,-5.0,-4.38095238095238,66.08588133017271,76.95306357284095
Wisty,34.8763997953808,7.5,-0.7011528229382264,-10.0,45.270245440504716,76.94549241294729
MiguelH63,21.363791022133277,7.5,-2.1947064087561188,-10.0,60.2637144551485,76.93279906852567
omnifury,37.12956266689919,18.75,-5.0,-9.581818181818178,35.618571706946184,76.9163161920272
Tobleh,24.905074929720836,11.25,-3.7480756383071423,-1.9075144508670547,46.415979753994776,76.91546459454142
wadood18,32.0800140710304,15.0,-2.94383171267593,-10.0,42.77421952402619,76.91040188238065
Zeldaru,41.321478153771366,18.75,-2.983468296898508,-9.952229299363054,29.750604478442614,76.88638503595242
Extrapolate,27.320457047044265,15.0,-5.0,-10.0,49.56438590104924,76.8848429480935
MiltonXerox,27.945562297464075,18.75,-5.0,-3.8324873096446765,39.016874566397235,76.87994955421664
TeacherGhost,32.78857996242203,11.25,-5.0,-0.696202531645568,38.52503599475317,76.86741342552963
RJBScarletRain,40.48334274052423,15.0,-1.1129175288205744,-2.6307189542483655,25.11719598090605,76.85690223836134
Kahyo,28.93661195858374,18.75,-5.0,-10.0,44.13207499695875,76.81868695554249
AlEzMond,20.154954672025326,18.75,-5.0,-10.0,52.90106655526534,76.80602122729067
Thrasher,58.55828657399749,11.25,-1.572727183676676,-3.8986354775828502,12.463514591539571,76.80043850427754
ProofOfAHero,20.962423815481298,15.0,-5.0,-6.503496503496493,52.34076632114649,76.7996936331313
ShowY,35.8990034261761,0.0,-2.335065478909698,-10.0,53.22924184962635,76.79317979689276
gingerbrad,40.69392875609201,15.0,-3.5985936174378423,-3.847402597402599,28.49764336015771,76.74557590140928
frazil,21.896492252405242,11.25,-5.0,-5.146666666666661,53.72537639494592,76.72520198068449
JayBossDaBersrker24,23.999239513332995,7.5,-5.0,-10.0,60.183656984836006,76.682896498169
Bernkishi07,13.036580646132672,15.0,-4.662849129367771,-10.0,63.30379961229723,76.67753112906213
Kongroo,26.184219892600563,3.75,-3.565505121234594,-6.366120218579226,56.668320908893165,76.67091546167991
Lilica64,39.847376044796846,7.5,-0.5403685092127404,-3.5,33.35465612719977,76.66166366278387
Isurasu,28.31852112320395,3.75,-1.2929648241206024,-10.0,55.850179946042815,76.62573624512616
BeForEverYorozuya,23.999239513332995,11.25,-2.5817339710601175,-10.0,53.94714015979064,76.61464570206351
Salokannel2,39.95380889502475,11.25,-2.304045142656804,-1.2691029900332325,28.94980309441373,76.58046385674845
Levitacus,27.1949099158323,7.5,-0.4516035675761003,-10.0,52.31344456730058,76.55675091555678
Windrage,14.183350321140878,7.5,-5.0,-1.2234042553191529,61.06279327093932,76.52273933676105
jjbers,25.67466623196068,15.0,-3.3623424384492324,-1.7039106145251424,40.88659832966211,76.49501150864842
Jillfanatic,26.690967787224437,7.5,-1.4070351758794004,-1.417112299465245,45.101310706924004,76.4681310188038
Malezan,38.665040907473916,15.0,-4.607727217401887,-7.716262975778548,35.123909099719654,76.46495981401313
HiImMitsuya,36.90740286651537,7.5,-0.1680563992121762,-10.0,42.2149236700391,76.45427013734229
Butterstroke,32.0800140710304,15.0,-0.9091996780439047,-10.0,40.24013744014848,76.41095183313497
Cook,23.215970101765105,15.0,-5.0,-6.78125,49.97516728626234,76.40988738802744
Akimoto20,30.159641601143274,7.5,-5.0,-2.0232558139534973,45.75039279813787,76.38677858532765
WhitOdyssey77,9.380589256631776,3.75,-0.013592552928578527,-10.0,73.2689605280653,76.3859572317685
PatCat,27.320457047044265,7.5,-1.1726601758794004,-8.489583333333329,51.20257882296627,76.3607923607978
notPara,28.31852112320395,11.25,-4.982035175879403,-10.0,51.76847449302783,76.35496044035239
YoshiYogurt,32.906060516337966,11.25,-4.012077192686121,-6.428571428571431,42.62197961688973,76.33739151197014
peni,28.194376874999996,11.25,-3.5678391959799,-0.2512562814070378,40.67433069642866,76.29961209404172
Xiguana,22.690283286533163,11.25,-3.490368509212729,-2.724358974358978,48.55648822303476,76.28204402599621
PinaColada,52.0454517378349,11.25,-0.3686657587000397,-10.0,23.342557648800906,76.26934362793577
damestas,46.87418025270826,7.5,-2.19081895966319,-10.0,34.07635658307377,76.25971787611883
Code404,39.527025331857146,11.25,-3.6797624486066667,-10.0,39.08440911857156,76.18167200182204
topkay,26.05709451800459,3.75,-1.9015406703848896,-3.9285714285714306,52.10980987250944,76.08679229155771
iikrAUZer,14.752526509620967,7.5,-5.0,-10.0,68.81972052640596,76.07224703602692
LuisGIL,30.159641601143274,11.25,-0.36052354797242714,-4.511627906976734,39.51949646186833,76.05698660806245
JT,30.523130966579128,7.5,-3.9070351758794004,-10.0,51.93801927038708,76.0541150610868
ImRegen,33.83959197412944,3.75,-0.6458103525758858,-4.410569105691053,43.51469464824296,76.04790716410545
YukioInoue,26.437944560664498,3.75,-3.9205486893929162,-4.054054054054056,53.79506248927906,76.00840430649659
Nekop,25.67466623196068,7.5,-0.5969793099576179,-10.0,53.42978063140312,76.00746755340617
RealZobo,19.06850896636133,15.0,-5.0,-4.558139534883722,51.48373194249203,75.99410137396964
darkphantom,38.665040907473916,11.25,-2.929526525360373,-5.415224913494811,34.41380645101259,75.98409591963133
HazeSleet,40.9038133301558,7.5,-1.7457448532987598,-10.0,39.316056693053184,75.97412516991022
Aggin,17.417797162745256,7.5,-5.0,-10.0,66.00329514753957,75.92109231028483
chitara,35.8990034261761,7.5,-1.7668836607278848,-10.0,44.274900942335435,75.90702070778366
TetsuoXIII,44.75834635160728,11.25,-3.8926673597874526,-6.928160919540218,30.708162248105722,75.89568032038534
PolishLynx,22.690283286533163,0.0,-4.612163381007605,-10.0,67.7497428601882,75.82786276571376
alexandervv,35.67298569752026,15.0,-4.689477923970998,-6.240458015267173,36.05613289143543,75.79918264971752
skymence,25.29065970253276,11.25,-5.0,-0.22727272727271952,44.46326467098217,75.77665164624221
windress,22.029229159033232,11.25,-2.8639888182635076,-10.0,55.3353703328611,75.75061067363083
Gav,16.022914351705133,11.25,-5.0,-4.299065420560737,57.74790199643773,75.72175092758212
styxwastaken,24.25892643418095,18.75,-5.0,-10.0,47.71178525362393,75.72071168780488
Cumi,11.441447183704327,7.5,-5.0,-10.0,71.75315019998396,75.69459738368829
bugwagon,11.878587907060426,15.0,-2.4326762015204224,-6.384615384615387,57.63282655781808,75.69412287874269
Detritus,36.79605992575945,11.25,-0.34085870529116846,-10.0,37.98286194156825,75.68806316203654
Aieu,25.033778547700813,11.25,-5.0,-7.5862068965517295,51.9807917883499,75.67836343949898
HighScoreGirl,20.559478365445315,11.25,-1.9427494615936922,-3.9285714285714377,49.713862827232326,75.65202030251251
Chris01J,23.08481143852112,11.25,-5.0,-10.0,56.27150363507023,75.60631507359135
Spacemajin,19.34117255503333,7.5,-5.0,-7.221374045801525,60.97874862457709,75.59854713380889
Tea4Dragons,29.182620770103654,3.75,-0.6099337266040408,-10.0,53.27101137228945,75.59369841578906
END07,20.69396887583331,11.25,-3.1800848212694746,-10.0,56.806134764651304,75.57001881921514
RhythmicalScars,34.647225579956945,11.25,-4.667904741096791,-5.454545454545453,39.78800250585114,75.56277789016585
junioz,26.8172163599404,7.5,-1.2740564524751505,-10.0,52.515867025875814,75.55902693334107
G1RU,32.78857996242203,11.25,-1.1116765260903776,-4.831223628691973,37.39896590705367,75.49464571469335
Badspler,41.63288548753503,7.5,-1.4701266585292387,-9.96845425867508,37.79335211412373,75.48765668445444
ThiagoIanuch,16.443220478965177,11.25,-4.543398812243041,-8.045454545454547,60.37194343672333,75.47631055799091
Fujiwara,28.31852112320395,7.5,-3.1320351758793947,-3.7250000000000085,46.47949812894147,75.44098407626602
Pota,14.752526509620967,11.25,-5.0,-8.102040816326536,62.53375254649651,75.43423823979094
atelier,12.02395076076046,7.5,-5.0,-6.164556962025316,67.07195559232457,75.43134939105971
AlostSoul,27.696046278424152,7.5,-5.0,-6.051282051282044,51.2741144590779,75.41887868622001
nlfiedler,39.20509637553344,18.75,-2.4104365364236173,-10.0,29.857917829770408,75.40257766888023
Inf1nit3,18.658198380533317,7.5,-5.0,-0.9603174603174693,55.17925331876618,75.37713423898202
AryTheDetective,29.67253406863147,11.25,-5.0,-9.976303317535539,49.41531349422755,75.36154424532347
K9521,20.154954672025326,15.0,-5.0,-10.0,55.20262617649733,75.35758084852266
Kunimaru,24.25892643418095,11.25,-5.0,-1.2916666666666572,46.11890171492662,75.33616148244091
stumonster,24.38850685404093,7.5,-4.365615057536203,-6.130177514792905,53.90699196167733,75.29970624338915
BC,18.521077464505314,11.25,-5.0,-2.4000000000000057,52.922060309905405,75.29313777441071
AugustHail,33.0233657098779,18.75,-4.001177435293627,-10.0,37.47552048189968,75.24770875648395
xystum,34.41734992302909,3.75,-3.8120883300966923,-9.023904382470114,49.9123986301356,75.24375584059788
frootpai,36.90740286651537,11.25,-0.1799289487731741,-10.0,37.256848403829565,75.23432232157177
xvjorge,36.124319713327935,0.0,-5.0,-10.0,54.08828804993869,75.21260776326662
MissAmoosha,50.32889161687835,11.25,-2.1913489013695937,-3.5171568627450966,19.259523775287235,75.1299096280509
zohaib,33.607261271937574,15.0,-4.829166323420381,-10.0,41.33759518241802,75.1156901309352
HouKyou,14.468289136132924,7.5,-5.0,-4.6875,62.82213166582461,75.10292080195754
Osyx,23.999239513332995,15.0,-2.702215898770973,-0.03012048192771033,38.82395462912882,75.09085776176313
Wang1,23.08481143852112,11.25,-3.1051483834265667,-10.0,53.85934148836524,75.0890045434598
PurpleVespa180,22.558423181785184,15.0,-3.82639001458908,-10.0,51.33246822085995,75.06450138805606
NoWhipCreamPlz,14.752526509620967,3.75,-4.570300482001855,-3.1122448979591724,64.23681781887362,75.05679894853355
methadone,22.029229159033232,18.75,-5.0,-7.615894039735096,46.76175844164987,74.925093560948
Decibelle,36.460978941235695,11.25,-3.730455250228843,-1.0037174721189643,31.91263903722781,74.88944525611569
Yorozuya21,15.601029981061084,7.5,-5.0,-4.086538461538467,60.852331698560704,74.86682321808331
skarmaxou,23.08481143852112,11.25,-4.237223855124682,-10.0,54.754725296076,74.85231287947244
faalpuche,43.46818637905293,7.5,-2.481662041551047,-5.477611940298509,31.83178647791248,74.84069887511586
Nikhil,31.365135206102742,11.25,-5.0,-8.888888888888886,46.102091109276444,74.8283374264903
LorunoRuffy,48.45101084800572,18.75,-3.1770610156726775,-10.0,20.792479729255277,74.81642956158832
RenZed,30.159641601143274,3.75,-0.7326165712282346,-1.5348837209302317,43.16588366039295,74.80802496937775
DigitalDash,21.230177313625287,3.75,-5.0,-4.068965517241381,58.83984592558747,74.75105772197138
Kabirdas,19.34117255503333,7.5,-3.3154321224442924,-0.4503816793893236,51.66830680815833,74.74366556135804
CodeLelouche,22.161790705285217,15.0,-4.663614123247825,-3.171052631578945,45.41192890186929,74.73905285232773
drjwilson,28.93661195858374,15.0,-4.602157127098906,-8.04878048780489,43.408060974836836,74.69373531851679
GenSorachi07,31.2453749672988,7.5,-5.0,-10.0,50.94347838438636,74.68885335168517
Envys,27.445828817880226,3.75,-5.0,-4.196891191709838,52.68256121181258,74.68149883798297
Kawauso,23.346953404633087,7.5,-0.3320952589032089,-3.633540372670808,47.784341458342205,74.66565923140128
kaissouxxDono,31.00532840856291,3.75,-0.8226945538503259,-10.0,50.72983999739508,74.66247385210767
mrsonson,19.884395407865334,11.25,-5.0,-6.962962962962962,55.47385227816268,74.64528472306506
Leonhart360,24.776195951364862,11.25,-2.4244770363445127,-10.0,51.03549388771199,74.63721280273234
AZackInTime,39.847376044796846,3.75,-1.5070351758793947,-8.010000000000005,40.54784404306054,74.628184911978
Gubby,19.47724130880533,7.5,-1.3691563880006186,-1.4166666666666572,50.430715159449065,74.62213341358712
Hasardinho,24.647141612632883,15.0,-1.9041111992712132,-10.0,46.86409054537067,74.60712095873234
Kapperon,28.813344512259786,7.5,-5.0,-10.0,53.286765510483164,74.60011002274295
eternall,21.096388244741295,11.25,-5.0,-10.0,57.18137872851356,74.52776697325484
nathantheo,20.962423815481298,3.75,-4.9035386723828935,-10.0,64.68366667533878,74.49255181843719
Kewlcat,33.14049554304183,3.75,-2.386201842546072,-2.187500000000007,42.14894458398562,74.46573828448138
Rena322,23.08481143852112,7.5,-5.0,-8.710691823899367,57.57511442842029,74.44923404304204
OK35,30.885042088630968,11.25,-2.2893881170558643,-9.864253393665166,44.44448858595957,74.4258891638695
KaizokuOtaku,40.69392875609201,18.75,-3.549892318736539,-6.461038961038959,24.981458229667606,74.41445570598412
n8m8,38.665040907473916,7.5,-4.780737598024729,-5.4186851211072735,38.441255759877336,74.40687394821924
BoogieYop,9.083375215319688,0.0,-1.4743207563239906,-3.474576271186443,70.26394673791617,74.39842492572542
Baer,30.523130966579128,15.0,-4.8932737079894935,-9.311926605504581,43.068961441258686,74.38689209434375
JoJoGL14,12.603648571800585,3.75,-1.1660713204577178,-10.0,69.16975394885458,74.35733120019745
ogstunes,15.036062441605008,11.25,-3.557035175879406,-9.550000000000004,61.17029212320916,74.34931938893476
Kashimazu,32.67092404813009,15.0,-3.7375436504556774,-4.788135593220346,35.19231146904873,74.3375562735028
mpp00,24.51791191352491,18.75,-5.0,-3.82352941176471,39.887107167639115,74.33148966939932
Nisshoku,17.83284247872528,7.5,-5.0,-6.416666666666664,60.33376414579189,74.2499399578505
HackGuy,29.427928140119562,7.5,-3.0816763242047642,-5.229665071770327,45.5838443929435,74.20043113708797
MedleyOfVoices,27.069187424244333,7.5,-1.6965088600899207,-9.026315789473685,50.34969557898795,74.19605835366868
user327563,13.89771006464483,3.75,-0.1690517806423415,-10.0,66.7156683946086,74.19432667861109
VNSalesman,22.690283286533163,18.75,-5.0,-3.2692307692307594,41.004523663607905,74.1755761809103
terahawk,27.445828817880226,15.0,-5.0,-6.917098445595855,43.64259464251355,74.17132501479793
adami,14.183350321140878,3.75,-2.3163690794397453,-6.276595744680854,64.81384930494035,74.15423480196063
CryingLad,15.177567367033026,11.25,-4.327827255087328,-8.970297029702962,60.99014650089394,74.11958958313667
OhTaKuSo,26.437944560664498,0.0,-4.244873013717239,-3.3513513513513544,55.2506897354549,74.09240993105081
Azeem1,20.154954672025326,7.5,-0.9690789714998402,-10.0,57.38308094831566,74.06895664884115
yussuf,16.303293796921164,3.75,-5.0,-2.3119266055045955,61.3266470011546,74.06801419257117
Lumireiss,14.325907408824902,7.5,-1.5649299127215102,-10.0,63.763525504527045,74.02450300063043
FrostedSteel,36.79605992575945,7.5,-1.9033587052911685,-10.0,41.60353350412769,73.99623472459598
TooOldForAnime,19.47724130880533,11.25,-3.414610933455151,-0.45454545454545325,47.12649811227655,73.98458303308128
Rainy,23.869133012345014,11.25,-1.497944266788494,-4.181818181818187,44.477577855154806,73.91694841889314
tanik,28.070057266420037,7.5,-5.0,-0.5808080808080831,43.899965181167424,73.88921436677938
HououinKyouma001,25.929793783032622,11.25,-5.0,-9.61878453038674,51.325487839768314,73.8864970924142
AceBraa,18.931914131461326,11.25,-1.3679726758794004,-5.3125,50.331225745787805,73.83266720136973
Handre,36.460978941235695,11.25,-5.0,-1.5650557620817835,32.6867180770338,73.83264125618771
Mizuki,22.029229159033232,3.75,-3.0957768977336997,-7.350993377483448,58.468009783334814,73.8004686671509
Tornado98,23.477761347125067,15.0,-2.857652459830021,-5.648148148148138,43.81043858074511,73.78239931989202
KamilleIsAGirlsName,37.018570446895275,15.0,-3.1953563437626116,-3.7226277372262757,28.67919249494431,73.7797788608507
ninjamushi,21.363791022133277,3.75,-0.3796379156054286,-2.328767123287676,51.36858138506825,73.77396736830842
Tzurugi,20.559478365445315,7.5,-5.0,-10.0,60.70135898045014,73.76083734589545
plague,31.604129602582635,11.25,-4.402629889535788,-4.647577092511014,39.93659904354203,73.74052166407786
nutellaa,51.452634592608135,3.75,-2.4765752754270096,-10.0,30.997893979236682,73.7239532964178
CritiCold,33.14049554304183,7.5,-2.198701842546072,-2.3833333333333258,37.65803545794648,73.71649582510892
laCloud,15.318896932085046,11.25,-5.0,-4.5098039215686185,56.62707073909481,73.68616374961124
respxcted,28.31852112320395,18.75,-3.4570351758793976,-10.0,40.059472204003754,73.6709581513283
God47,9.677101856439862,3.75,-1.7244954933397167,-2.857142857142861,64.80794805036895,73.65341155632623
lekuchi,25.162306805304787,7.5,-0.835606604450831,-10.0,51.7701679783773,73.59686817923125
Dolpheen,20.01976272013333,11.25,-5.0,-3.272058823529406,50.56870700140552,73.56641089800945
DangoBro,19.47724130880533,11.25,-5.0,-4.712121212121218,52.53917749610677,73.55429759279087
Zapiboss,43.06525182702141,15.0,-3.8843765656074964,-10.0,29.371591764974788,73.55246702638871
Nyxie91,28.070057266420037,11.25,-0.4869042180599905,-8.888888888888886,43.57488465281391,73.51914881228507
Tomatt,44.463247532811664,7.5,-2.0012380744301197,-10.0,33.511063592511604,73.47307305089315
Fosforooo,22.029229159033232,7.5,-2.8308762354820516,-10.0,56.75829325379566,73.45664617734684
Domdalu,14.325907408824902,7.5,-4.249140439037291,-10.0,65.87867225411156,73.45543922389918
SamwellOt,18.658198380533317,0.0,-0.29592406476828614,-1.2301587301587276,56.286358971651154,73.41847455725745
paradigm,33.14049554304183,15.0,-1.9487018425460718,-4.483333333333334,31.688801887151836,73.39726225431426
BluuS,23.60839392924105,15.0,-2.879427813916209,-8.190184049079761,45.85260222738196,73.39138429362703
AleEsteves,38.665040907473916,11.25,-0.3689728921423736,-3.927335640138409,27.750747873895783,73.36948024908892
Rehn,30.523130966579128,0.0,-0.6501544419344469,-7.683486238532112,51.17724613035752,73.36673641647009
YukiBLC,16.861948362841215,11.25,-0.03535375995019763,-4.522123893805308,49.79079090835229,73.345261617438
Adox,30.28098008333123,15.0,-3.258887027731248,-7.245370370370381,38.530903557889296,73.3076262431189
thyeggman,46.779847268424405,7.5,-1.7457885634132708,-3.9295392953929564,24.701467977064844,73.30598738668303
